SP-[1] Epoch: 1/1400 | Time: 0m06s (Train 0m05s  Val 0m01s) | Train: LR 0.010000000000000002  Loss 0.75  Acc 25.12% | Val: Loss nan  Acc(top1) 16.12% | HA 0.00@0

SP-[1] Epoch: 2/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.60  Acc 32.09% | Val: Loss inf  Acc(top1) 54.95% | HA 0.00@0

SP-[1] Epoch: 3/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.53  Acc 50.12% | Val: Loss -0.20  Acc(top1) 55.31% | HA 0.00@0

SP-[1] Epoch: 4/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.51  Acc 50.96% | Val: Loss -0.20  Acc(top1) 55.31% | HA 0.00@0

SP-[1] Epoch: 5/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.50  Acc 50.36% | Val: Loss -0.20  Acc(top1) 55.31% | HA 0.00@0

SP-[1] Epoch: 6/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.50  Acc 50.12% | Val: Loss -0.20  Acc(top1) 55.31% | HA 0.00@0

SP-[1] Epoch: 7/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.49  Acc 51.68% | Val: Loss -0.20  Acc(top1) 55.31% | HA 0.00@0

SP-[1] Epoch: 8/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.47  Acc 50.84% | Val: Loss -0.20  Acc(top1) 55.31% | HA 0.00@0

SP-[1] Epoch: 9/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.47  Acc 49.76% | Val: Loss -0.19  Acc(top1) 54.95% | HA 0.00@0

SP-[1] Epoch: 10/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.45  Acc 48.68% | Val: Loss -0.19  Acc(top1) 54.58% | HA 0.00@0

SP-[1] Epoch: 11/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.35  Acc 59.01% | Val: Loss nan  Acc(top1) 65.20% | HA 0.00@0

SP-[1] Epoch: 12/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.29  Acc 63.94% | Val: Loss nan  Acc(top1) 75.46% | HA 0.00@0

SP-[1] Epoch: 13/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.27  Acc 72.84% | Val: Loss nan  Acc(top1) 77.66% | HA 0.00@0

SP-[1] Epoch: 14/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.25  Acc 73.92% | Val: Loss nan  Acc(top1) 83.15% | HA 0.00@0

SP-[1] Epoch: 15/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.25  Acc 70.07% | Val: Loss nan  Acc(top1) 83.52% | HA 0.00@0

SP-[1] Epoch: 16/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.25  Acc 70.31% | Val: Loss nan  Acc(top1) 84.25% | HA 0.00@0

SP-[1] Epoch: 17/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.26  Acc 69.59% | Val: Loss nan  Acc(top1) 82.78% | HA 0.00@0

SP-[1] Epoch: 18/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.25  Acc 70.31% | Val: Loss nan  Acc(top1) 85.35% | HA 0.00@0

SP-[1] Epoch: 19/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.25  Acc 73.80% | Val: Loss nan  Acc(top1) 80.22% | HA 0.00@0

SP-[1] Epoch: 20/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.25  Acc 70.55% | Val: Loss nan  Acc(top1) 81.32% | HA 0.00@0

SP-[1] Epoch: 21/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.24  Acc 73.32% | Val: Loss nan  Acc(top1) 83.52% | HA 0.00@0

SP-[1] Epoch: 22/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.24  Acc 73.80% | Val: Loss nan  Acc(top1) 84.62% | HA 0.00@0

SP-[1] Epoch: 23/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.22  Acc 74.28% | Val: Loss nan  Acc(top1) 84.25% | HA 0.00@0

SP-[1] Epoch: 24/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.23  Acc 71.51% | Val: Loss nan  Acc(top1) 84.98% | HA 0.00@0

SP-[1] Epoch: 25/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.24  Acc 75.00% | Val: Loss nan  Acc(top1) 83.88% | HA 0.00@0

SP-[1] Epoch: 26/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.22  Acc 75.00% | Val: Loss nan  Acc(top1) 80.22% | HA 0.00@0

SP-[1] Epoch: 27/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.23  Acc 72.24% | Val: Loss nan  Acc(top1) 81.32% | HA 0.00@0

SP-[1] Epoch: 28/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.23  Acc 72.24% | Val: Loss nan  Acc(top1) 81.32% | HA 0.00@0

SP-[1] Epoch: 29/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.23  Acc 73.80% | Val: Loss nan  Acc(top1) 83.52% | HA 0.00@0

SP-[1] Epoch: 30/1400 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.22  Acc 72.36% | Val: Loss nan  Acc(top1) 81.32% | HA 0.00@0

