SP-[1] Epoch: 1/1000 | Time: 0m06s (Train 0m05s  Val 0m01s) | Train: LR 0.001  Loss 0.70  Acc 25.36% | Val: Loss nan  Acc(top1) 16.12% | HA 0.00@0
SP-[1] Epoch: 61/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.30  Acc 66.11% | Val: Loss nan  Acc(top1) 72.53% | HA 0.00@0

SP-[1] Epoch: 62/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.30  Acc 65.62% | Val: Loss nan  Acc(top1) 72.53% | HA 0.00@0

SP-[1] Epoch: 63/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.30  Acc 65.75% | Val: Loss nan  Acc(top1) 73.26% | HA 0.00@0

SP-[1] Epoch: 64/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.30  Acc 66.71% | Val: Loss nan  Acc(top1) 73.26% | HA 0.00@0

SP-[1] Epoch: 65/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.29  Acc 66.47% | Val: Loss nan  Acc(top1) 72.53% | HA 0.00@0

SP-[1] Epoch: 66/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.30  Acc 65.38% | Val: Loss nan  Acc(top1) 72.89% | HA 0.00@0

SP-[1] Epoch: 67/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.29  Acc 65.99% | Val: Loss nan  Acc(top1) 73.26% | HA 0.00@0

SP-[1] Epoch: 68/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.27  Acc 68.99% | Val: Loss nan  Acc(top1) 73.99% | HA 0.00@0

SP-[1] Epoch: 69/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.30  Acc 67.19% | Val: Loss nan  Acc(top1) 73.99% | HA 0.00@0

SP-[1] Epoch: 70/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.29  Acc 67.07% | Val: Loss nan  Acc(top1) 73.99% | HA 0.00@0

SP-[1] Epoch: 71/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.28  Acc 66.71% | Val: Loss nan  Acc(top1) 74.36% | HA 0.00@0

SP-[1] Epoch: 72/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.28  Acc 67.43% | Val: Loss nan  Acc(top1) 74.36% | HA 0.00@0

SP-[1] Epoch: 73/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.29  Acc 66.71% | Val: Loss nan  Acc(top1) 75.46% | HA 0.00@0

SP-[1] Epoch: 74/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.28  Acc 66.59% | Val: Loss nan  Acc(top1) 75.09% | HA 0.00@0

SP-[1] Epoch: 75/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.27  Acc 67.91% | Val: Loss nan  Acc(top1) 73.99% | HA 0.00@0

SP-[1] Epoch: 76/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.28  Acc 67.79% | Val: Loss nan  Acc(top1) 74.73% | HA 0.00@0

SP-[1] Epoch: 77/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.28  Acc 69.23% | Val: Loss nan  Acc(top1) 74.73% | HA 0.00@0

SP-[1] Epoch: 78/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.27  Acc 66.71% | Val: Loss nan  Acc(top1) 75.09% | HA 0.00@0

SP-[1] Epoch: 79/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.27  Acc 68.51% | Val: Loss nan  Acc(top1) 74.73% | HA 0.00@0

SP-[1] Epoch: 80/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 66.59% | Val: Loss nan  Acc(top1) 76.19% | HA 0.00@0

SP-[1] Epoch: 81/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.28  Acc 70.43% | Val: Loss nan  Acc(top1) 77.66% | HA 0.00@0

SP-[1] Epoch: 82/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 68.27% | Val: Loss nan  Acc(top1) 77.29% | HA 0.00@0

SP-[1] Epoch: 83/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 68.75% | Val: Loss nan  Acc(top1) 76.19% | HA 0.00@0

SP-[1] Epoch: 84/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 70.19% | Val: Loss nan  Acc(top1) 77.29% | HA 0.00@0

SP-[1] Epoch: 85/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 65.38% | Val: Loss nan  Acc(top1) 79.49% | HA 0.00@0

SP-[1] Epoch: 86/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 69.35% | Val: Loss nan  Acc(top1) 79.12% | HA 0.00@0

SP-[1] Epoch: 87/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.27  Acc 66.71% | Val: Loss nan  Acc(top1) 77.66% | HA 0.00@0

SP-[1] Epoch: 88/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 68.87% | Val: Loss nan  Acc(top1) 79.49% | HA 0.00@0

SP-[1] Epoch: 89/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 68.39% | Val: Loss nan  Acc(top1) 79.12% | HA 0.00@0

SP-[1] Epoch: 90/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.27  Acc 68.39% | Val: Loss nan  Acc(top1) 78.75% | HA 0.00@0

SP-[1] Epoch: 91/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 68.27% | Val: Loss nan  Acc(top1) 77.66% | HA 0.00@0

SP-[1] Epoch: 92/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 68.03% | Val: Loss nan  Acc(top1) 79.49% | HA 0.00@0

SP-[1] Epoch: 93/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 70.19% | Val: Loss nan  Acc(top1) 79.12% | HA 0.00@0

SP-[1] Epoch: 94/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 70.55% | Val: Loss nan  Acc(top1) 79.49% | HA 0.00@0

SP-[1] Epoch: 95/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 69.95% | Val: Loss nan  Acc(top1) 79.12% | HA 0.00@0

SP-[1] Epoch: 96/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 68.51% | Val: Loss nan  Acc(top1) 79.49% | HA 0.00@0

SP-[1] Epoch: 97/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.27  Acc 70.31% | Val: Loss nan  Acc(top1) 79.12% | HA 0.00@0

SP-[1] Epoch: 98/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.24  Acc 71.75% | Val: Loss nan  Acc(top1) 79.12% | HA 0.00@0

SP-[1] Epoch: 99/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.24  Acc 67.91% | Val: Loss nan  Acc(top1) 79.49% | HA 0.00@0

SP-[1] Epoch: 100/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 70.55% | Val: Loss nan  Acc(top1) 78.75% | HA 0.00@0

SP-[1] Epoch: 101/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.23  Acc 71.39% | Val: Loss nan  Acc(top1) 80.22% | HA 0.00@0

SP-[1] Epoch: 102/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 71.27% | Val: Loss nan  Acc(top1) 79.49% | HA 0.00@0

SP-[1] Epoch: 103/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 70.91% | Val: Loss nan  Acc(top1) 79.12% | HA 0.00@0

SP-[1] Epoch: 104/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.27  Acc 69.23% | Val: Loss nan  Acc(top1) 80.59% | HA 0.00@0

SP-[1] Epoch: 105/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 71.03% | Val: Loss nan  Acc(top1) 80.95% | HA 0.00@0

SP-[1] Epoch: 106/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 68.03% | Val: Loss nan  Acc(top1) 79.85% | HA 0.00@0

SP-[1] Epoch: 107/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 72.12% | Val: Loss nan  Acc(top1) 80.22% | HA 0.00@0

SP-[1] Epoch: 108/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.24  Acc 70.79% | Val: Loss nan  Acc(top1) 80.22% | HA 0.00@0

SP-[1] Epoch: 109/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 68.39% | Val: Loss nan  Acc(top1) 80.59% | HA 0.00@0

SP-[1] Epoch: 110/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 68.75% | Val: Loss nan  Acc(top1) 80.95% | HA 0.00@0

SP-[1] Epoch: 111/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 72.72% | Val: Loss nan  Acc(top1) 81.32% | HA 0.00@0

SP-[1] Epoch: 112/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.24  Acc 72.12% | Val: Loss nan  Acc(top1) 80.59% | HA 0.00@0

SP-[1] Epoch: 113/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 70.07% | Val: Loss nan  Acc(top1) 80.59% | HA 0.00@0

SP-[1] Epoch: 114/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 68.99% | Val: Loss nan  Acc(top1) 81.32% | HA 0.00@0

SP-[1] Epoch: 115/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 68.15% | Val: Loss nan  Acc(top1) 80.95% | HA 0.00@0

SP-[1] Epoch: 116/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 70.43% | Val: Loss nan  Acc(top1) 79.12% | HA 0.00@0

SP-[1] Epoch: 117/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.26  Acc 68.15% | Val: Loss nan  Acc(top1) 80.59% | HA 0.00@0

SP-[1] Epoch: 118/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 67.19% | Val: Loss nan  Acc(top1) 80.59% | HA 0.00@0

SP-[1] Epoch: 119/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.24  Acc 73.08% | Val: Loss nan  Acc(top1) 80.59% | HA 0.00@0

SP-[1] Epoch: 120/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 69.95% | Val: Loss nan  Acc(top1) 80.59% | HA 0.00@0

SP-[1] Epoch: 121/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 69.71% | Val: Loss nan  Acc(top1) 79.49% | HA 0.00@0

SP-[1] Epoch: 122/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.24  Acc 70.55% | Val: Loss nan  Acc(top1) 80.59% | HA 0.00@0

SP-[1] Epoch: 123/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 72.60% | Val: Loss nan  Acc(top1) 81.32% | HA 0.00@0

SP-[1] Epoch: 124/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.23  Acc 72.12% | Val: Loss nan  Acc(top1) 80.59% | HA 0.00@0

SP-[1] Epoch: 125/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.23  Acc 75.00% | Val: Loss nan  Acc(top1) 82.05% | HA 0.00@0

SP-[1] Epoch: 126/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.23  Acc 71.39% | Val: Loss nan  Acc(top1) 80.59% | HA 0.00@0

SP-[1] Epoch: 127/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.24  Acc 67.79% | Val: Loss nan  Acc(top1) 80.59% | HA 0.00@0

SP-[1] Epoch: 128/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 69.83% | Val: Loss nan  Acc(top1) 80.95% | HA 0.00@0

SP-[1] Epoch: 129/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.25  Acc 69.47% | Val: Loss nan  Acc(top1) 80.95% | HA 0.00@0

SP-[1] Epoch: 130/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.01  Loss 0.24  Acc 74.64% | Val: Loss nan  Acc(top1) 80.22% | HA 0.00@0

