SP-[1] Epoch: 1/1000 | Time: 0m06s (Train 0m05s  Val 0m01s) | Train: LR 0.010000000000000002  Loss 0.68  Acc 25.48% | Val: Loss nan  Acc(top1) 16.12% | HA 0.00@0

SP-[1] Epoch: 2/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.64  Acc 25.72% | Val: Loss nan  Acc(top1) 32.23% | HA 0.00@0

SP-[1] Epoch: 3/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.60  Acc 28.97% | Val: Loss nan  Acc(top1) 37.73% | HA 0.00@0

SP-[1] Epoch: 4/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.57  Acc 40.14% | Val: Loss nan  Acc(top1) 47.25% | HA 0.00@0

SP-[1] Epoch: 5/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.55  Acc 46.15% | Val: Loss inf  Acc(top1) 51.65% | HA 0.00@0

SP-[1] Epoch: 6/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.55  Acc 48.32% | Val: Loss -0.20  Acc(top1) 55.31% | HA 0.00@0

SP-[1] Epoch: 7/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.53  Acc 51.92% | Val: Loss -0.20  Acc(top1) 55.31% | HA 0.00@0

SP-[1] Epoch: 8/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.52  Acc 50.96% | Val: Loss -0.20  Acc(top1) 55.31% | HA 0.00@0

SP-[1] Epoch: 9/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.51  Acc 49.40% | Val: Loss -0.20  Acc(top1) 55.31% | HA 0.00@0

SP-[1] Epoch: 10/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.50  Acc 47.60% | Val: Loss -0.20  Acc(top1) 55.31% | HA 0.00@0

SP-[1] Epoch: 11/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.47  Acc 50.12% | Val: Loss -0.20  Acc(top1) 55.31% | HA 0.00@0

SP-[1] Epoch: 12/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.43  Acc 48.32% | Val: Loss -0.17  Acc(top1) 56.78% | HA 0.00@0

SP-[1] Epoch: 13/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.38  Acc 56.97% | Val: Loss -0.15  Acc(top1) 59.71% | HA 0.00@0

SP-[1] Epoch: 14/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.33  Acc 62.14% | Val: Loss nan  Acc(top1) 71.79% | HA 0.00@0

SP-[1] Epoch: 15/1000 | Time: 0m05s (Train 0m05s  Val 0m00s) | Train: LR 0.1  Loss 0.30  Acc 65.50% | Val: Loss nan  Acc(top1) 73.63% | HA 0.00@0

